login,commits_in_window,merged_prs_in_window,bucket
dmipeck,0,0,Dormant
dmitsuki,0,0,Dormant
dmoody256,0,0,Dormant
dnikolaidis2,0,0,Dormant
dnllowe,0,0,Dormant
do-m-en,0,0,Dormant
dodgyville,0,0,Dormant
dodisefti23,0,0,Dormant
dominiks,0,0,Dormant
doot24,0,0,Dormant
dopitz,0,0,Dormant
dos1,0,0,Dormant
dotlogix,0,0,Dormant
dotquixote,0,0,Dormant
doubledsuarez,0,0,Dormant
dozingpip,0,0,Dormant
dpalais,0,0,Dormant
dqanxy-umich,0,0,Dormant
dracc,0,0,Dormant
dragmz,0,0,Dormant
drcd1,0,0,Dormant
dream-young-soul,0,0,Dormant
dreamsComeTrue,0,0,Dormant
drentsoft,0,0,Dormant
drewler,0,0,Dormant
drichardson,0,0,Dormant
drougge,0,0,Dormant
dsaltares,0,0,Dormant
dsge,0,0,Dormant
dsh0416,0,0,Dormant
dtesniere,0,0,Dormant
dualtagh,0,0,Dormant
duartencar,0,0,Dormant
ducdetronquito,0,0,Dormant
dumitru-stama,0,0,Dormant
dusakus,0,0,Dormant
dustinjamescondon,0,0,Dormant
dustinsth,0,0,Dormant
dweremeichik,0,0,Dormant
dxur,0,0,Dormant
dylan-conway,0,0,Dormant
dzil123,0,0,Dormant
e344fde6bf,0,0,Dormant
e8newallm,0,0,Dormant
ePirat,0,0,Dormant
ealataur,0,0,Dormant
eazrael,0,0,Dormant
ebert83,0,0,Dormant
ebrahimebrahim,0,0,Dormant
echo-Mike,0,0,Dormant
ecmjohnson,0,0,Dormant
edassis,0,0,Dormant
eddsanity,0,0,Dormant
ede-krcv,0,0,Dormant
edouardgr,0,0,Dormant
eduardohmrodrigues,0,0,Dormant
eduardonunesp,0,0,Dormant
eehrich,0,0,Dormant
eerii,0,0,Dormant
eevee,0,0,Dormant
efornara,0,0,Dormant
ek68794998,0,0,Dormant
elXill,0,0,Dormant
elasota,0,0,Dormant
eldidou,0,0,Dormant
eligt,0,0,Dormant
elijahscherz,0,0,Dormant
elizaho,0,0,Dormant
ellenhp,0,0,Dormant
elliotfontaine,0,0,Dormant
elmajime,0,0,Dormant
elmordo,0,0,Dormant
eltociear,0,0,Dormant
emacser0,0,0,Dormant
emcguirk,0,0,Dormant
emklasson,0,0,Dormant
emmanuel-ferdman,0,0,Dormant
emmetoneillpdx,0,0,Dormant
empyreanx,0,0,Dormant
emr4378,0,0,Dormant
emre0altan,0,0,Dormant
emrekultursay,0,0,Dormant
endlesstravel,0,0,Dormant
endragor,0,0,Dormant
enesygt,0,0,Dormant
enetheru,0,0,Dormant
enxas,0,0,Dormant
enzogupi,0,0,Dormant
eobet,0,0,Dormant
eon-s,0,0,Dormant
epiphaner,0,0,Dormant
erammos,0,0,Dormant
eraysahin06,0,0,Dormant
erbing315,0,0,Dormant
erbridge,0,0,Dormant
ericliu206,0,0,Dormant
ericmccarthy7,0,0,Dormant
ericrallen,0,0,Dormant
ericrybick,0,0,Dormant
ericssonpaul,0,0,Dormant
erictuvesson,0,0,Dormant
ershn,0,0,Dormant
erzu12,0,0,Dormant
esijg,0,0,Dormant
eskandrej,0,0,Dormant
est31,0,0,Dormant
eswartz,0,0,Dormant
eterlan,0,0,Dormant
ettiSurreal,0,0,Dormant
eugene87222,0,0,Dormant
ev1313,0,0,Dormant
evan-gordon,0,0,Dormant
evandropoa,0,0,Dormant
evolarium,0,0,Dormant
ewesche,0,0,Dormant
ex,0,0,Dormant
exodrifter,0,0,Dormant
exoticorn,0,0,Dormant
expikr,0,0,Dormant
extrawurst,0,0,Dormant
exts,0,0,Dormant
ezefran,0,0,Dormant
fHachenberg,0,0,Dormant
fabriceci,0,0,Dormant
fahadshihab,0,0,Dormant
faisal-alam09,0,0,Dormant
falltown,0,0,Dormant
farfind-gpt,0,0,Dormant
fazil47,0,0,Dormant
fazjaxton,0,0,Dormant
fbcosentino,0,0,Dormant
fcobos,0,0,Dormant
fdb,0,0,Dormant
fdstevex,0,0,Dormant
feiyue-z,0,0,Dormant
feng716,0,0,Dormant
ffaristocrat,0,0,Dormant
ffernn-dev,0,0,Dormant
fghibellini,0,0,Dormant
ficoos,0,0,Dormant
figloalds,0,0,Dormant
filiperinaldi,0,0,Dormant
finalwarp,0,0,Dormant
fire-forge,0,0,Dormant
firefly2442,0,0,Dormant
firststef,0,0,Dormant
fisbe,0,0,Dormant
fisher2470,0,0,Dormant
fjordyo0707,0,0,Dormant
fkinos,0,0,Dormant
fkollmann,0,0,Dormant
flamestar,0,0,Dormant
flashyincceo,0,0,Dormant
flatline-84,0,0,Dormant
floatingpointer,0,0,Dormant
flobotics,0,0,Dormant
flomar,0,0,Dormant
flooxo,0,0,Dormant
floppyhammer,0,0,Dormant
floriansimon1,0,0,Dormant
fmazan,0,0,Dormant
fnaranjo-vmw,0,0,Dormant
fodinabor,0,0,Dormant
fogine,0,0,Dormant
follower,0,0,Dormant
forbjok,0,0,Dormant
fossegutten,0,0,Dormant
fountainment,0,0,Dormant
foxydevloper,0,0,Dormant
frabert,0,0,Dormant
francisjsun,0,0,Dormant
francoa,0,0,Dormant
francogarcia,0,0,Dormant
frank-lesser,0,0,Dormant
frankiezafe,0,0,Dormant
fredkozlowski,0,0,Dormant
freshBakedPie314,0,0,Dormant
frugs,0,0,Dormant
fry-,0,0,Dormant
fsecilia,0,0,Dormant
fstiewitz,0,0,Dormant
fsy98,0,0,Dormant
funkkiy,0,0,Dormant
furrykef,0,0,Dormant
fzwoch,0,0,Dormant
gabrielformiga,0,0,Dormant
gabrii,0,0,Dormant
gad-o,0,0,Dormant
gaisama,0,0,Dormant
gamecoder-nz,0,0,Dormant
gamedevishard,0,0,Dormant
gamedevsam,0,0,Dormant
gamepad-coder,0,0,Dormant
ganimtron-10,0,0,Dormant
ganondev,0,0,Dormant
garettbass,0,0,Dormant
garrettgu10,0,0,Dormant
garychia,0,0,Dormant
garyo,0,0,Dormant
gau-veldt,0,0,Dormant
gaudecker,0,0,Dormant
gavenerickson,0,0,Dormant
gb2dev,0,0,Dormant
gber,0,0,Dormant
gcardozo123,0,0,Dormant
gdupr,0,0,Dormant
geekrelief,0,0,Dormant
genete,0,0,Dormant
georgespatton,0,0,Dormant
georgikoemdzhiev,0,0,Dormant
georgjz,0,0,Dormant
georgwacker,0,0,Dormant
gerhean,0,0,Dormant
ggppjj,0,0,Dormant
ghaseu,0,0,Dormant
ghsoares,0,0,Dormant
gianlluca,0,0,Dormant
giarve,0,0,Dormant
ginqus,0,0,Dormant
git-bauerseb,0,0,Dormant
giulianob,0,0,Dormant
glaforte,0,0,Dormant
glatteis,0,0,Dormant
glektarssza,0,0,Dormant
glipR,0,0,Dormant
gmjosack,0,0,Dormant
godot-joe,0,0,Dormant
gokiburikin,0,0,Dormant
golfinq,0,0,Dormant
goncalo,0,0,Dormant
goodyttoor,0,0,Dormant
goooosick,0,0,Dormant
gorgo,0,0,Dormant
gormster,0,0,Dormant
gotnospirit,0,0,Dormant
grabiller,0,0,Dormant
gradientvera,0,0,Dormant
grahamboree,0,0,Dormant
granitrocky,0,0,Dormant
grantclarke-abertay,0,0,Dormant
graydoubt,0,0,Dormant
great90,0,0,Dormant
greatmomo,0,0,Dormant
greay,0,0,Dormant
greenfox1505,0,0,Dormant
gregcsokas,0,0,Dormant
gregdebonis,0,0,Dormant
grenappels,0,0,Dormant
griffinkh,0,0,Dormant
grok-games,0,0,Dormant
growingbrain,0,0,Dormant
gsegovia2018,0,0,Dormant
gshadows,0,0,Dormant
gtsiam,0,0,Dormant
gturri,0,0,Dormant
guanglinwei,0,0,Dormant
gudinoff,0,0,Dormant
guemax,0,0,Dormant
guerro323,0,0,Dormant
guilhermefelipecgs,0,0,Dormant
guilhermevfa,0,0,Dormant
guillaume-haerinck,0,0,Dormant
guilleatm,0,0,Dormant
gumaciel,0,0,Dormant
gururise,0,0,Dormant
guy-does-things,0,0,Dormant
guykayjay,0,0,Dormant
guzzard,0,0,Dormant
gvaneyck,0,0,Dormant
gvekan,0,0,Dormant
gyroninja,0,0,Dormant
gytsen,0,0,Dormant
h0lley,0,0,Dormant
haasanen,0,0,Dormant
hackenshaw,0,0,Dormant
hackerzhuli,0,0,Dormant
hadrien-psydk,0,0,Dormant
hajygeld,0,0,Dormant
hakuhan,0,0,Dormant
halgriffiths,0,0,Dormant
halotroop2288,0,0,Dormant
hammeron-art,0,0,Dormant
hanakou,0,0,Dormant
hankedan000,0,0,Dormant
hansemro,0,0,Dormant
hasahmed,0,0,Dormant
haugenmitch,0,0,Dormant
hazer-hazer,0,0,Dormant
hbina,0,0,Dormant
hccloud,0,0,Dormant
hcmlax,0,0,Dormant
hcoura,0,0,Dormant
hdjfu,0,0,Dormant
hedin-hiervard,0,0,Dormant
helenaMontenegro,0,0,Dormant
helviett,0,0,Dormant
henkz1,0,0,Dormant
henriiquecampos,0,0,Dormant
henriquelalves,0,0,Dormant
henrlin24,0,0,Dormant
heppocogne,0,0,Dormant
her001,0,0,Dormant
hhirsch,0,0,Dormant
hhsdev,0,0,Dormant
hhyyrylainen,0,0,Dormant
hi-ogawa,0,0,Dormant
hikari-no-yume,0,0,Dormant
hilfazer,0,0,Dormant
hiltonm,0,0,Dormant
hiuliuli,0,0,Dormant
hixio-mh,0,0,Dormant
hlutor,0,0,Dormant
hmans,0,0,Dormant
hmumm,0,0,Dormant
hnOsmium0001,0,0,Dormant
hoelzl,0,0,Dormant
holgac,0,0,Dormant
honix,0,0,Dormant
hoontee,0,0,Dormant
hormoz1,0,0,Dormant
hpnrep6,0,0,Dormant
hrk4649,0,0,Dormant
hsandt,0,0,Dormant
huangjiaminhhh,0,0,Dormant
hubbyist,0,0,Dormant
huehue-tangerine,0,0,Dormant
huisedenanhai,0,0,Dormant
hungrymonkey,0,0,Dormant
hunterkepley,0,0,Dormant
hurikhan,0,0,Dormant
hvarga,0,0,Dormant
hydrolarus,0,0,Dormant
hyperglow,0,0,Dormant
iajrz,0,0,Dormant
iam13islucky,0,0,Dormant
iamjsk10,0,0,Dormant
iamjustkoi,0,0,Dormant
iammangod96,0,0,Dormant
iamnkc,0,0,Dormant
iamtoaster,0,0,Dormant
ianhemm,0,0,Dormant
ianmccleary,0,0,Dormant
iap-mutant,0,0,Dormant
iatenine,0,0,Dormant
iboshkov,0,0,Dormant
ibotha,0,0,Dormant
icarito,0,0,Dormant
ice-blaze,0,0,Dormant
icefalcn,0,0,Dormant
idbrii,0,0,Dormant
idomo1,0,0,Dormant
iggyvolz,0,0,Dormant
ignacioabal,0,0,Dormant
ignaloidas,0,0,Dormant
igordreher,0,0,Dormant
iiMidknightii,0,0,Dormant
iiiCpu,0,0,Dormant
iltenahmet,0,0,Dormant
ilyabelow,0,0,Dormant
im-deepfriedwater,0,0,Dormant
imaperson,0,0,Dormant
imaskillissue,0,0,Dormant
imgxx,0,0,Dormant
imjuniper,0,0,Dormant
imkoi,0,0,Dormant
imnphil,0,0,Dormant
inclusive-coding-bot,0,0,Dormant
interacsion,0,0,Dormant
invalid-email-address,0,0,Dormant
invino4,0,0,Dormant
ionthedev,0,0,Dormant
ionuthodoroaga03,0,0,Dormant
ipetrariu,0,0,Dormant
ipforums,0,0,Dormant
ippan,0,0,Dormant
ipsoftdev,0,0,Dormant
irwiss,0,0,Dormant
isaaccp,0,0,Dormant
iscke,0,0,Dormant
ishax-kos,0,0,Dormant
isidentical,0,0,Dormant
issork,0,0,Dormant
itsraineing,0,0,Dormant
itura,0,0,Dormant
ivanarh,0,0,Dormant
ivanskodje,0,0,Dormant
ivhilaire,0,0,Dormant
ivodopiviz,0,0,Dormant
iwHiteRabbiT,0,0,Dormant
iwek7,0,0,Dormant
iwoithe,0,0,Dormant
j-mattsson,0,0,Dormant
j8r,0,0,Dormant
jabcross,0,0,Dormant
jackmakesthings,0,0,Dormant
jackwilsdon,0,0,Dormant
jacobcoughenour,0,0,Dormant
jacobspeicher,0,0,Dormant
jadoc,0,0,Dormant
jagt,0,0,Dormant
jahd2602,0,0,Dormant
jainl28patel,0,0,Dormant
jak6jak,0,0,Dormant
jameswestman,0,0,Dormant
jameszaghini,0,0,Dormant
jandrewlong,0,0,Dormant
japhib,0,0,Dormant
jarcangeli,0,0,Dormant
jarfil,0,0,Dormant
jarmush,0,0,Dormant
jarommadsen,0,0,Dormant
jaros3,0,0,Dormant
jasonliu--,0,0,Dormant
jasonwinterpixel,0,0,Dormant
javidcf,0,0,Dormant
jay-jpj,0,0,Dormant
jay3d,0,0,Dormant
jaymehta-g,0,0,Dormant
jbcolli2,0,0,Dormant
jbromberg,0,0,Dormant
jbuck3,0,0,Dormant
jbwyatt4,0,0,Dormant
jcb936,0,0,Dormant
jcovin293,0,0,Dormant
jcs224,0,0,Dormant
jcsho,0,0,Dormant
jdbener,0,0,Dormant
jean-dao,0,0,Dormant
jeanahelver,0,0,Dormant
jeansorgemoel,0,0,Dormant
jedStevens,0,0,Dormant
jeffres,0,0,Dormant
jeffrey-cochran,0,0,Dormant
jeffrimko,0,0,Dormant
jeffuntildeath,0,0,Dormant
jejopl,0,0,Dormant
jejung,0,0,Dormant
jeremycw,0,0,Dormant
jeremyz,0,0,Dormant
jeronimo-schreyer,0,0,Dormant
jfaust,0,0,Dormant
jfcg,0,0,Dormant
jfmichaud31,0,0,Dormant
jfriv,0,0,Dormant
jgedri,0,0,Dormant
jgillich,0,0,Dormant
jhlothamer,0,0,Dormant
jhribal,0,0,Dormant
jiarui-pan,0,0,Dormant
jirisvd,0,0,Dormant
jiteshvm,0,0,Dormant
jj11hh,0,0,Dormant
jjjuande,0,0,Dormant
jjmontesl,0,0,Dormant
jjor2,0,0,Dormant
jkb0o,0,0,Dormant
jkirsons,0,0,Dormant
jknightdoeswork,0,0,Dormant
jkobeshi,0,0,Dormant
jlahman,0,0,Dormant
jlemselle,0,0,Dormant
jlopezcur,0,0,Dormant
jlosito,0,0,Dormant
jmannanc,0,0,Dormant
jmarcher,0,0,Dormant
jmattspartacus,0,0,Dormant
jmb462,0,0,Dormant
jmca,0,0,Dormant
jmdejong,0,0,Dormant
jmf,0,0,Dormant
jminix,0,0,Dormant
jmintb,0,0,Dormant
jmorton06,0,0,Dormant
jmpelletier,0,0,Dormant
jnlopar,0,0,Dormant
joao-pedro-braz,0,0,Dormant
joaoh82,0,0,Dormant
joaopedrosgs,0,0,Dormant
joemarshall,0,0,Dormant
jogly,0,0,Dormant
johnjdonna,0,0,Dormant
johnnyqhuynh,0,0,Dormant
johnnyw,0,0,Dormant
johnsonbaugh,0,0,Dormant
joined72,0,0,Dormant
jolexxa,0,0,Dormant
jomoukpe,0,0,Dormant
jonatanrojderd,0,0,Dormant
jonathandw743,0,0,Dormant
jonathansty,0,0,Dormant
jonbonazza,0,0,Dormant
jonhermansen,0,0,Dormant
jonri,0,0,Dormant
jonyrock,0,0,Dormant
jordgubben,0,0,Dormant
jordigulley,0,0,Dormant
jordo,0,0,Dormant
josefalanga,0,0,Dormant
josefkaragoli,0,0,Dormant
josempans,0,0,Dormant
joshdegraw,0,0,Dormant
joshnix,0,0,Dormant
jotson,0,0,Dormant
joyeux68,0,0,Dormant
jpakkane,0,0,Dormant
jpcerrone,0,0,Dormant
jpcima,0,0,Dormant
jpx40,0,0,Dormant
jquinl,0,0,Dormant
jreach-dev,0,0,Dormant
jscheel,0,0,Dormant
jslcontributor,0,0,Dormant
jtakakura,0,0,Dormant
jtnicholl,0,0,Dormant
ju5tevg3niy,0,0,Dormant
juan-garcia-m,0,0,Dormant
juanitogan,0,0,Dormant
julianaito,0,0,Dormant
juliohq,0,0,Dormant
juliuse98,0,0,Dormant
julkip,0,0,Dormant
june-in-exile,0,0,Dormant
jurgel,0,0,Dormant
justchen1369,0,0,Dormant
justinwash,0,0,Dormant
justinwl1998,0,0,Dormant
justofisker,0,0,Dormant
juuce37,0,0,Dormant
jvanmourik,0,0,Dormant
jvdnbus,0,0,Dormant
jwinarske,0,0,Dormant
jwmcgettigan,0,0,Dormant
jwodicka,0,0,Dormant
jxfaith,0,0,Dormant
jynus,0,0,Dormant
jzulauf-lunarg,0,0,Dormant
k0T0z,0,0,Dormant
kaadmy,0,0,Dormant
kahveciderin,0,0,Dormant
kakraatz,0,0,Dormant
kaluluosi,0,0,Dormant
kalysti,0,0,Dormant
kaofelix,0,0,Dormant
kappa54m,0,0,Dormant
karen-sch,0,0,Dormant
karliss,0,0,Dormant
karroffel,0,0,Dormant
kartikey0303,0,0,Dormant
kavaari,0,0,Dormant
kayomn,0,0,Dormant
kb173,0,0,Dormant
kbajno,0,0,Dormant
kbake,0,0,Dormant
kbhatia1996,0,0,Dormant
kboxsoft,0,0,Dormant
kbs781025,0,0,Dormant
kbsanders,0,0,Dormant
kcaze,0,0,Dormant
kd7tck,0,0,Dormant
kdada,0,0,Dormant
kdavis,0,0,Dormant
kdiduk,0,0,Dormant
keegano,0,0,Dormant
keir,0,0,Dormant
kellams,0,0,Dormant
keptsecret,0,0,Dormant
kerskuchen,0,0,Dormant
kerstop,0,0,Dormant
keshavgbpecdelhi,0,0,Dormant
kevinc3n,0,0,Dormant
kevincardona,0,0,Dormant
kevinhartman,0,0,Dormant
kevinkrahn,0,0,Dormant
kevinkuo52,0,0,Dormant
kevinms,0,0,Dormant
kevmorg,0,0,Dormant
kgrubbs22,0,0,Dormant
khairul169,0,0,Dormant
kidinashell,0,0,Dormant
kidmosey,0,0,Dormant
kidrigger,0,0,Dormant
kii-chan-reloaded,0,0,Dormant
kiidmale,0,0,Dormant
killzebug,0,0,Dormant
kilojool,0,0,Dormant
kimkulling,0,0,Dormant
kinami-imai,0,0,Dormant
kingoftheconnors,0,0,Dormant
kis3lori,0,0,Dormant
kitsune,0,0,Dormant
kjav,0,0,Dormant
kjohnson0451,0,0,Dormant
kkjinping,0,0,Dormant
kkoang,0,0,Dormant
kkolyan,0,0,Dormant
kneejuicer,0,0,Dormant
knightofiam,0,0,Dormant
koalefant,0,0,Dormant
kodiwills,0,0,Dormant
kolunmi,0,0,Dormant
komugi1211s,0,0,Dormant
konczg,0,0,Dormant
konkitoman,0,0,Dormant
koodikulma-fi,0,0,Dormant
kopcion,0,0,Dormant
korompg,0,0,Dormant
korypostma,0,0,Dormant
kosz78,0,0,Dormant
kotelifelif,0,0,Dormant
kpkhxlgy0,0,0,Dormant
kraghot,0,0,Dormant
krazy-j,0,0,Dormant
krazzei,0,0,Dormant
krdluzni,0,0,Dormant
kripken,0,0,Dormant
krogank9,0,0,Dormant
krokoschlange,0,0,Dormant
kroltan,0,0,Dormant
krwolcott,0,0,Dormant
krysperz2,0,0,Dormant
kubasobon,0,0,Dormant
kubecz3k,0,0,Dormant
kuhnchris,0,0,Dormant
kulkalkul,0,0,Dormant
kumihoclub,0,0,Dormant
kumikumi,0,0,Dormant
kunyoungparkk,0,0,Dormant
kurikaesu,0,0,Dormant
kurinoku,0,0,Dormant
kurtisharms,0,0,Dormant
kurtlachmann,0,0,Dormant
kus04e4ek,0,0,Dormant
kvanbere,0,0,Dormant
kyaru92,0,0,Dormant
kyle-marshall,0,0,Dormant
kyle-wannacott,0,0,Dormant
kyledayton,0,0,Dormant
kyleguarco,0,0,Dormant
kyoz,0,0,Dormant
kzerot,0,0,Dormant
laganojunior,0,0,Dormant
lahouaridc,0,0,Dormant
lakshay-angrish,0,0,Dormant
lalalaring,0,0,Dormant
laplante-sean,0,0,Dormant
larpon,0,0,Dormant
larsonjj,0,0,Dormant
lassade,0,0,Dormant
laurentmackay,0,0,Dormant
laurentva,0,0,Dormant
lawrnce,0,0,Dormant
laws65,0,0,Dormant
lazydevl0per,0,0,Dormant
lazyvainglory,0,0,Dormant
ldmnt,0,0,Dormant
leebufan,0,0,Dormant
leecommamichael,0,0,Dormant
leela52452,0,0,Dormant
leezh,0,0,Dormant
leiget,0,0,Dormant
lejar,0,0,Dormant
lekoder,0,0,Dormant
lemilonkh,0,0,Dormant
lentsius-bark,0,0,Dormant
leodimano,0,0,Dormant
leogeier,0,0,Dormant
leonkrause,0,0,Dormant
leopoldek,0,0,Dormant
lesleyrs,0,0,Dormant
letheed,0,0,Dormant
lethiandev,0,0,Dormant
levigilbert,0,0,Dormant
levilindsey,0,0,Dormant
levyjonathan31,0,0,Dormant
lewiji,0,0,Dormant
lewyche,0,0,Dormant
lfshr,0,0,Dormant
libklein,0,0,Dormant
lightspot21,0,0,Dormant
lihop,0,0,Dormant
likeich,0,0,Dormant
linkdae,0,0,Dormant
linkpy,0,0,Dormant
linusheck,0,0,Dormant
liorda,0,0,Dormant
liujunyangdev,0,0,Dormant
ll3006,0,0,Dormant
lliberadzki,0,0,Dormant
lmbarros,0,0,Dormant
lmcdd,0,0,Dormant
lmyers421,0,0,Dormant
load1n9,0,0,Dormant
logicor-cn,0,0,Dormant
logzero,0,0,Dormant
lolleko,0,0,Dormant
lonegamedev,0,0,Dormant
lonesurv1vor,0,0,Dormant
lopho,0,0,Dormant
lorddevereux,0,0,Dormant
lordkettune,0,0,Dormant
losinggeneration,0,0,Dormant
lostptr,0,0,Dormant
lowlevel-1989,0,0,Dormant
lpares12,0,0,Dormant
lpenguin,0,0,Dormant
lph993,0,0,Dormant
lpn,0,0,Dormant
lpriebe,0,0,Dormant
ls2255-1,0,0,Dormant
ltecheroffical,0,0,Dormant
lucaslcode,0,0,Dormant
lucasnlm,0,0,Dormant
lucasvanmol,0,0,Dormant
lucbf,0,0,Dormant
lucicam,0,0,Dormant
lucypero,0,0,Dormant
luevano,0,0,Dormant
lufi2544,0,0,Dormant
lufog,0,0,Dormant
luis-l,0,0,Dormant
luiz-lima,0,0,Dormant
luizcarlos1405,0,0,Dormant
luizpvas,0,0,Dormant
lukad,0,0,Dormant
lukostello,0,0,Dormant
luminarahain,0,0,Dormant
lupoDharkael,0,0,Dormant
luxun0517,0,0,Dormant
luzader,0,0,Dormant
luzpaz,0,0,Dormant
lvella,0,0,Dormant
lw64,0,0,Dormant
lyubomirv,0,0,Dormant
m-r-hunt,0,0,Dormant
m3g4d1v3r,0,0,Dormant
m44615,0,0,Dormant
m4nu3lf,0,0,Dormant
m6502,0,0,Dormant
m6c7l,0,0,Dormant
maackey,0,0,Dormant
mablin7,0,0,Dormant
mabramowski3,0,0,Dormant
macjuul,0,0,Dormant
macramole,0,0,Dormant
madadam,0,0,Dormant
madmiraal,0,0,Dormant
maghor3356,0,0,Dormant
magian1127,0,0,Dormant
mahdisml,0,0,Dormant
mahersanalla,0,0,Dormant
mahubu,0,0,Dormant
maiself,0,0,Dormant
maksloboda,0,0,Dormant
maksutheam,0,0,Dormant
malbach,0,0,Dormant
malcolmhoward,0,0,Dormant
mandryskowski,0,0,Dormant
manokara,0,0,Dormant
manueldun,0,0,Dormant
maqnouch,0,0,Dormant
mar-galho,0,0,Dormant
mar10uane,0,0,Dormant
marc-weber1,0,0,Dormant
marcelofg55,0,0,Dormant
marcinn,0,0,Dormant
marciodrosa,0,0,Dormant
marcosjouron,0,0,Dormant
marcospb19,0,0,Dormant
marcotc,0,0,Dormant
mariambukenya,0,0,Dormant
marius-se,0,0,Dormant
mark-git07,0,0,Dormant
markgarcia,0,0,Dormant
markofjohnson,0,0,Dormant
markusneg,0,0,Dormant
markusstephanides,0,0,Dormant
marstaik,0,0,Dormant
mart3323,0,0,Dormant
martinboue,0,0,Dormant
martindzejky,0,0,Dormant
martinfelis,0,0,Dormant
martinkunc,0,0,Dormant
martinlindhe,0,0,Dormant
martok,0,0,Dormant
marxin,0,0,Dormant
marynate,0,0,Dormant
marzecdawid,0,0,Dormant
mason-bially,0,0,Dormant
masoudbh3,0,0,Dormant
mastermarkus,0,0,Dormant
mateka,0,0,Dormant
mateosss,0,0,Dormant
mateusfccp,0,0,Dormant
mateuskreuch,0,0,Dormant
mathieu-jobin,0,0,Dormant
matjlars,0,0,Dormant
matrem,0,0,Dormant
matt08-prog,0,0,Dormant
mattbork,0,0,Dormant
mattdiener,0,0,Dormant
matthew1006,0,0,Dormant
mattiascibien,0,0,Dormant
matzebond,0,0,Dormant
maverickliberty,0,0,Dormant
mawenzy,0,0,Dormant
maxbarrett9,0,0,Dormant
maxeonyx,0,0,Dormant
maxim-sheronov,0,0,Dormant
maximkulkin,0,0,Dormant
maxmutant,0,0,Dormant
mb4c,0,0,Dormant
mbe9,0,0,Dormant
mbrickn,0,0,Dormant
mbrlabs,0,0,Dormant
mbwilding,0,0,Dormant
mcccclean,0,0,Dormant
mcognetta,0,0,Dormant
mdahlgrengadd,0,0,Dormant
mdavisprog,0,0,Dormant
mdcasey,0,0,Dormant
mdraw,0,0,Dormant
mechPenSketch,0,0,Dormant
mega-bit,0,0,Dormant
megalike,0,0,Dormant
megalobyte,0,0,Dormant
megalon,0,0,Dormant
meghprkh,0,0,Dormant
mehrdaddolatkhah,0,0,Dormant
meirusfandi,0,0,Dormant
melix99,0,0,Dormant
melquiadess,0,0,Dormant
melvin-ibuildings,0,0,Dormant
menip,0,0,Dormant
merriam,0,0,Dormant
mertkasar,0,0,Dormant
merumelu,0,0,Dormant
metinc,0,0,Dormant
mewin,0,0,Dormant
mgrigajtis,0,0,Dormant
mhmahar,0,0,Dormant
mhmmdzayn,0,0,Dormant
mhoff12358,0,0,Dormant
mhojlund,0,0,Dormant
michael-conrad,0,0,Dormant
michael-nischt,0,0,Dormant
michaeltintiuc,0,0,Dormant
mickeyordog,0,0,Dormant
microaeris,0,0,Dormant
miere43,0,0,Dormant
migmoog,0,0,Dormant
migueldeicaza,0,0,Dormant
mika314,0,0,Dormant
mikemar10,0,0,Dormant
mikica1986vee,0,0,Dormant
mikkac,0,0,Dormant
mikolasan,0,0,Dormant
milkiq,0,0,Dormant
milkowski,0,0,Dormant
mineevgleb,0,0,Dormant
mineiwik,0,0,Dormant
minifigmaster125,0,0,Dormant
minionprocyk,0,0,Dormant
minosvasilias,0,0,Dormant
mio991,0,0,Dormant
miraz12,0,0,Dormant
miremrie,0,0,Dormant
miskatonicstudio,0,0,Dormant
missing-semi-colon,0,0,Dormant
mitchcurtis,0,0,Dormant
mjtorn,0,0,Dormant
mnemoli,0,0,Dormant
mnikn,0,0,Dormant
mo7sen,0,0,Dormant
mogemimi,0,0,Dormant
mohaalak,0,0,Dormant
mohamedAdhamc,0,0,Dormant
moiman100,0,0,Dormant
monitz87,0,0,Dormant
monkeyman192,0,0,Dormant
mookiexl,0,0,Dormant
moonpirates,0,0,Dormant
morganwesemann,0,0,Dormant
moritz-wundke,0,0,Dormant
mortarroad,0,0,Dormant
mortifiedtux,0,0,Dormant
mosquitochang,0,0,Dormant
motionmonster,0,0,Dormant
mottom1,0,0,Dormant
mownier,0,0,Dormant
mphe,0,0,Dormant
mrTag,0,0,Dormant
mrawlingst,0,0,Dormant
mrbbbaixue,0,0,Dormant
mrcdk,0,0,Dormant
mrezai,0,0,Dormant
mrushyendra,0,0,Dormant
msc94,0,0,Dormant
mse-k,0,0,Dormant
mth2610,0,0,Dormant
muiroc,0,0,Dormant
mujpao,0,0,Dormant
murilo-goncalves,0,0,Dormant
mutantbob,0,0,Dormant
mutantgames,0,0,Dormant
mutato,0,0,Dormant
mxaddict,0,0,Dormant
myaaaaaaaaa,0,0,Dormant
myhalibobo,0,0,Dormant
myood,0,0,Dormant
mysticfall,0,0,Dormant
n0tank3sh,0,0,Dormant
n31r0,0,0,Dormant
n4nn31355,0,0,Dormant
nabbaraj,0,0,Dormant
nabfrew,0,0,Dormant
nabor,0,0,Dormant
nabrozidhs,0,0,Dormant
naelstrof,0,0,Dormant
naeu,0,0,Dormant
nagidev,0,0,Dormant
naithar,0,0,Dormant
nalaynid,0,0,Dormant
name-here,0,0,Dormant
namedtoaster,0,0,Dormant
nanodeath,0,0,Dormant
nathanfranke,0,0,Dormant
nathanjf,0,0,Dormant
